hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
19,3,0,0,1,31.16,34.85,55,19.0012,379
20,3,0,0,1,31.16,35.605,58,16.9979,262
21,3,0,0,1,30.34,34.09,62,15.0013,207
22,3,0,0,1,29.52,34.09,66,15.0013,181
23,3,0,0,1,28.7,33.335,74,8.9981,93
0,3,0,1,1,28.7,33.335,74,8.9981,51
1,3,0,1,1,28.7,33.335,74,15.0013,25
2,3,0,1,1,27.06,30.305,83,15.0013,10
3,3,0,1,1,27.06,30.305,78,12.998,7
4,3,0,1,1,26.24,29.545,78,11.0014,4
5,3,0,1,1,26.24,29.545,78,7.0015,17
6,3,0,1,1,26.24,28.79,83,7.0015,105
7,3,0,1,1,27.88,31.82,74,15.0013,277
8,3,0,1,1,28.7,32.575,70,12.998,347
9,3,0,1,1,30.34,34.85,67,15.0013,203
10,3,0,1,1,31.16,35.605,62,12.998,130
11,3,0,1,1,32.8,37.88,55,6.0032,141
12,3,0,1,1,32.8,38.635,59,12.998,165
13,3,0,1,1,33.62,39.395,56,16.9979,152
14,3,0,1,1,33.62,39.395,56,22.0028,138
15,3,0,1,1,34.44,40.15,53,22.0028,164
16,3,0,1,1,34.44,40.15,53,19.0012,265
17,3,0,1,1,34.44,39.395,49,22.0028,545
18,3,0,1,1,33.62,38.635,49,23.9994,558
19,3,0,1,1,32.8,37.88,55,15.0013,398
20,3,0,1,1,31.98,37.12,59,15.0013,323
21,3,0,1,1,30.34,34.85,66,12.998,202
22,3,0,1,1,31.16,36.365,66,15.0013,140
23,3,0,1,1,30.34,34.85,66,11.0014,91
0,3,0,1,1,30.34,34.85,66,7.0015,51
1,3,0,1,2,30.34,34.85,66,8.9981,13
2,3,0,1,1,29.52,34.09,70,11.0014,13
3,3,0,1,1,29.52,34.09,70,11.0014,3
4,3,0,1,1,29.52,34.09,70,8.9981,5
5,3,0,1,2,28.7,33.335,74,7.0015,19
6,3,0,1,2,29.52,34.85,74,7.0015,134
7,3,0,1,2,30.34,34.85,70,11.0014,315
8,3,0,1,2,31.16,36.365,70,11.0014,412
9,3,0,1,2,32.8,39.395,63,8.9981,199
10,3,0,1,2,33.62,39.395,56,11.0014,141
11,3,0,1,1,33.62,40.15,59,0,127
12,3,0,1,1,34.44,40.91,56,6.0032,153
13,3,0,1,1,35.26,41.665,53,7.0015,172
14,3,0,1,1,35.26,40.91,50,12.998,152
15,3,0,1,1,36.08,40.91,44,12.998,158
16,3,0,1,1,36.9,42.425,42,19.9995,277
17,3,0,1,1,32.8,40.15,66,0,513
18,3,0,1,1,32.8,40.15,66,8.9981,530
19,3,0,1,1,31.16,37.12,75,12.998,388
20,3,0,1,1,30.34,36.365,74,6.0032,277
21,3,0,1,1,30.34,35.605,74,8.9981,241
22,3,0,1,1,30.34,35.605,74,0,156
23,3,0,1,3,29.52,34.85,79,11.0014,92
0,3,0,1,1,29.52,34.09,70,15.0013,29
1,3,0,1,1,29.52,34.85,74,12.998,17
2,3,0,1,1,28.7,33.335,74,7.0015,11
3,3,0,1,1,28.7,33.335,79,11.0014,4
4,3,0,1,1,27.06,30.305,83,8.9981,4
5,3,0,1,1,27.06,30.305,83,7.0015,26
6,3,0,1,1,27.06,30.305,83,6.0032,100
7,3,0,1,1,30.34,34.09,62,0,282
8,3,0,1,1,32.8,36.365,43,12.998,382
9,3,0,1,1,33.62,37.12,41,0,166
10,3,0,1,1,35.26,37.88,36,11.0014,97
11,3,0,1,1,36.08,38.635,32,11.0014,119
12,3,0,1,1,36.9,40.15,33,16.9979,168
13,3,0,1,1,36.9,40.15,31,19.9995,150
14,3,0,1,1,37.72,40.91,29,12.998,123
15,3,0,1,1,36.9,39.395,27,0,129
16,3,0,1,1,36.9,39.395,27,0,231
17,3,0,1,1,31.16,34.09,45,19.9995,514
18,3,0,1,1,31.98,34.85,43,12.998,543
19,3,0,1,1,30.34,33.335,51,15.0013,413
20,3,0,1,1,29.52,34.09,62,15.0013,305
21,3,0,1,1,28.7,32.575,70,16.9979,220
22,3,0,1,1,28.7,32.575,70,6.0032,137
23,3,0,1,1,27.88,31.82,74,12.998,96
0,3,0,1,1,27.06,31.06,74,0,29
1,3,0,1,1,27.06,31.06,74,7.0015,12
2,3,0,1,1,27.88,31.82,69,0,8
3,3,0,1,1,27.06,31.06,74,12.998,5
4,3,0,1,1,27.06,31.06,74,7.0015,10
5,3,0,1,1,27.06,31.06,74,8.9981,21
6,3,0,1,1,27.88,31.82,69,7.0015,117
7,3,0,1,1,29.52,33.335,61,19.0012,335
8,3,0,1,1,30.34,34.09,58,19.0012,435
9,3,0,1,1,31.98,34.85,46,19.9995,213
10,3,0,1,1,33.62,36.365,36,19.9995,140
11,3,0,1,1,34.44,36.365,32,27.9993,128
12,3,0,1,1,35.26,37.12,30,19.0012,157
13,3,0,1,1,35.26,37.12,30,15.0013,203
14,3,0,1,1,36.9,38.635,25,19.0012,159
15,3,0,1,1,36.9,38.635,25,19.0012,168
16,3,0,1,1,36.9,38.635,25,19.0012,274
17,3,0,1,2,36.9,39.395,27,8.9981,556
18,3,0,1,2,35.26,37.88,34,12.998,556
19,3,0,1,2,35.26,37.88,36,15.0013,454
20,3,0,1,2,33.62,37.88,46,16.9979,288
21,3,0,1,1,32.8,37.12,52,15.0013,254
22,3,0,1,2,31.98,37.12,59,11.0014,191
23,3,0,1,2,32.8,37.12,49,11.0014,132
0,3,0,1,2,32.8,37.12,49,11.0014,43
1,3,0,1,2,31.98,35.605,52,11.0014,16
2,3,0,1,2,31.98,35.605,49,11.0014,11
3,3,0,1,2,31.16,34.85,55,6.0032,4
4,3,0,1,2,31.16,34.85,52,11.0014,7
5,3,0,1,2,31.16,34.85,55,6.0032,24
6,3,0,1,3,29.52,34.09,66,32.9975,110
7,3,0,1,2,30.34,33.335,51,15.0013,271
8,3,0,1,2,30.34,33.335,51,11.0014,437
9,3,0,1,2,30.34,34.09,55,12.998,195
10,3,0,1,3,30.34,34.09,58,6.0032,68
11,3,0,1,2,30.34,34.09,58,7.0015,122
12,3,0,1,3,31.16,34.85,55,8.9981,161
13,3,0,1,2,31.16,35.605,58,15.0013,144
14,3,0,1,2,31.16,35.605,58,15.0013,147
15,3,0,1,2,28.7,33.335,79,8.9981,118
16,3,0,1,3,27.88,31.82,79,0,150
17,3,0,1,2,28.7,33.335,79,0,425
18,3,0,1,3,28.7,33.335,84,0,492
19,3,0,1,3,28.7,33.335,84,0,321
20,3,0,1,3,28.7,33.335,84,7.0015,87
21,3,0,1,2,27.88,31.82,89,8.9981,88
22,3,0,1,3,27.88,31.82,89,7.0015,77
23,3,0,1,2,27.88,31.82,89,6.0032,56
0,3,0,1,2,27.88,31.82,89,6.0032,17
1,3,0,1,2,27.06,29.545,94,6.0032,17
2,3,0,1,2,27.06,29.545,94,6.0032,7
3,3,0,1,3,27.06,29.545,94,6.0032,3
4,3,0,1,2,27.88,31.82,89,0,7
5,3,0,1,2,27.88,31.82,89,0,20
6,3,0,1,2,27.88,31.82,89,19.9995,97
7,3,0,1,2,27.88,31.82,89,19.9995,282
8,3,0,1,2,28.7,32.575,82,23.9994,398
9,3,0,1,1,29.52,34.85,74,22.0028,187
10,3,0,1,1,29.52,33.335,71,19.9995,113
11,3,0,1,2,30.34,34.85,66,15.0013,149
12,3,0,1,2,31.16,35.605,62,15.0013,205
13,3,0,1,1,31.16,35.605,58,0,205
14,3,0,1,1,32.8,37.88,55,11.0014,167
15,3,0,1,1,32.8,37.88,55,16.9979,165
16,3,0,1,1,31.16,35.605,62,22.0028,290
17,3,0,1,1,31.16,35.605,62,22.0028,555
18,3,0,1,1,28.7,33.335,74,19.9995,523
19,3,0,1,1,28.7,33.335,74,19.0012,366
20,3,0,1,2,28.7,33.335,74,12.998,286
21,3,0,1,2,28.7,33.335,74,12.998,211
22,3,0,1,1,27.88,31.82,74,12.998,174
23,3,0,1,1,27.06,31.06,74,7.0015,132
0,3,0,1,1,27.06,31.06,74,7.0015,54
1,3,0,1,1,26.24,29.545,78,6.0032,19
2,3,0,1,1,27.06,31.06,69,0,19
3,3,0,1,1,26.24,29.545,78,6.0032,6
4,3,0,1,1,26.24,29.545,78,8.9981,7
5,3,0,1,1,26.24,29.545,78,6.0032,16
6,3,0,1,1,26.24,29.545,78,8.9981,101
7,3,0,1,1,27.06,30.305,78,8.9981,270
8,3,0,1,1,28.7,32.575,65,15.0013,454
9,3,0,1,1,29.52,33.335,58,7.0015,226
10,3,0,1,1,30.34,34.09,55,8.9981,163
11,3,0,1,2,31.16,34.85,52,16.9979,147
12,3,0,1,1,31.16,34.85,52,16.9979,216
13,3,0,1,1,31.98,35.605,52,16.9979,204
14,3,0,1,2,31.98,35.605,52,16.9979,245
15,3,0,1,1,31.16,34.85,55,16.9979,210
16,3,0,1,1,32.8,37.12,49,16.9979,330
17,3,0,1,1,31.98,35.605,49,19.9995,550
18,3,0,1,1,31.16,34.85,52,16.9979,466
19,3,0,1,1,30.34,34.09,55,16.9979,372
20,3,0,1,1,29.52,33.335,58,15.0013,291
21,3,0,1,1,28.7,32.575,65,12.998,173
22,3,0,1,1,28.7,32.575,65,15.0013,188
23,3,0,1,1,27.88,31.82,69,15.0013,139
0,3,0,0,1,27.06,30.305,78,12.998,133
1,3,0,0,1,27.06,30.305,78,11.0014,67
2,3,0,0,1,27.06,30.305,78,15.0013,53
3,3,0,0,2,27.06,30.305,78,11.0014,42
4,3,0,0,2,27.06,30.305,83,11.0014,10
5,3,0,0,1,26.24,28.79,89,6.0032,6
6,3,0,0,1,26.24,28.79,89,7.0015,27
7,3,0,0,1,27.88,31.82,83,11.0014,63
8,3,0,0,1,27.88,31.82,83,11.0014,121
9,3,0,0,1,30.34,34.85,70,15.0013,215
10,3,0,0,2,30.34,34.85,70,19.0012,290
11,3,0,0,1,31.98,37.12,62,15.0013,349
12,3,0,0,1,32.8,37.88,55,15.0013,382
13,3,0,0,2,32.8,38.635,59,22.0028,441
14,3,0,0,1,33.62,38.635,52,16.9979,380
15,3,0,0,2,34.44,40.15,53,16.9979,362
16,3,0,0,3,30.34,35.605,79,11.0014,343
17,3,0,0,3,30.34,35.605,79,11.0014,149
18,3,0,0,2,29.52,34.85,79,30.0026,211
19,3,0,0,3,29.52,35.605,84,16.9979,171
20,3,0,0,3,29.52,34.85,79,19.0012,137
21,3,0,0,2,28.7,33.335,84,22.0028,114
22,3,0,0,2,28.7,33.335,84,22.0028,120
23,3,0,0,3,28.7,33.335,84,19.0012,108
0,3,0,0,2,28.7,33.335,84,19.0012,80
1,3,0,0,2,28.7,33.335,84,16.9979,73
2,3,0,0,2,28.7,33.335,84,15.0013,66
3,3,0,0,2,28.7,33.335,84,8.9981,32
4,3,0,0,1,28.7,33.335,84,8.9981,6
5,3,0,0,1,28.7,33.335,89,12.998,5
6,3,0,0,1,28.7,33.335,89,11.0014,13
7,3,0,0,1,28.7,33.335,84,12.998,39
8,3,0,0,1,29.52,34.85,79,12.998,89
9,3,0,0,1,31.16,37.12,75,7.0015,184
10,3,0,0,1,32.8,40.15,66,8.9981,266
11,3,0,0,1,33.62,41.665,63,0,269
12,3,0,0,1,36.9,42.425,42,19.9995,370
13,3,0,0,1,36.9,42.425,42,19.9995,324
14,3,0,0,1,35.26,40.15,47,12.998,322
15,3,0,0,3,29.52,34.85,74,19.9995,326
16,3,0,0,3,29.52,34.85,74,19.9995,193
17,3,0,0,3,30.34,35.605,74,43.0006,194
18,3,0,0,1,29.52,34.85,74,6.0032,229
19,3,0,0,1,29.52,34.85,79,11.0014,228
20,3,0,0,1,29.52,35.605,84,8.9981,183
21,3,0,0,1,29.52,35.605,84,7.0015,136
22,3,0,0,1,28.7,33.335,89,12.998,103
23,3,0,0,1,28.7,33.335,79,7.0015,55
0,3,0,1,1,28.7,33.335,79,7.0015,30
1,3,0,1,1,27.88,31.82,83,8.9981,12
2,3,0,1,1,27.06,29.545,89,0,7
3,3,0,1,1,27.06,29.545,89,0,1
4,3,0,1,1,27.06,29.545,89,7.0015,10
5,3,0,1,1,28.7,33.335,79,6.0032,15
6,3,0,1,1,28.7,32.575,65,19.0012,95
7,3,0,1,1,29.52,34.09,62,19.9995,267
8,3,0,1,1,30.34,34.09,58,22.0028,349
9,3,0,1,1,31.16,34.85,55,26.0027,183
10,3,0,1,1,32.8,37.12,52,26.0027,124
11,3,0,1,1,33.62,37.12,48,23.9994,179
12,3,0,1,1,33.62,37.88,46,16.9979,182
13,3,0,1,1,34.44,37.88,44,19.9995,151
14,3,0,1,1,33.62,37.12,43,19.9995,150
15,3,0,1,1,34.44,37.88,41,19.9995,126
16,3,0,1,1,35.26,38.635,39,19.0012,282
17,3,0,1,1,35.26,38.635,39,11.0014,527
18,3,0,1,1,34.44,37.88,41,8.9981,529
19,3,0,1,1,33.62,37.12,43,7.0015,416
20,3,0,1,1,32.8,37.88,55,0,286
21,3,0,1,1,31.16,35.605,58,6.0032,186
22,3,0,1,1,31.16,35.605,58,7.0015,147
23,3,0,1,1,30.34,34.85,66,7.0015,72
0,3,0,1,1,29.52,34.85,79,8.9981,35
1,3,0,1,1,29.52,34.09,66,0,14
2,3,0,1,1,29.52,34.09,70,0,12
3,3,0,1,1,29.52,34.09,62,0,3
4,3,0,1,1,28.7,33.335,74,0,7
5,3,0,1,1,28.7,32.575,65,6.0032,30
6,3,0,1,1,29.52,33.335,64,0,101
7,3,0,1,1,29.52,34.85,74,7.0015,343
8,3,0,1,1,30.34,34.85,66,0,392
9,3,0,1,2,31.98,37.12,62,8.9981,175
10,3,0,1,2,32.8,38.635,59,15.0013,144
11,3,0,1,1,32.8,38.635,59,15.0013,149
12,3,0,1,1,33.62,39.395,56,12.998,185
13,3,0,1,1,34.44,39.395,49,11.0014,175
14,3,0,1,1,35.26,39.395,44,19.0012,148
15,3,0,1,1,35.26,38.635,39,19.0012,164
16,3,0,1,1,35.26,38.635,39,19.9995,285
17,3,0,1,1,32.8,37.88,55,11.0014,532
18,3,0,1,1,32.8,37.88,55,12.998,585
19,3,0,1,1,32.8,37.12,49,7.0015,371
20,3,0,1,1,32.8,36.365,43,12.998,292
21,3,0,1,1,31.98,34.85,46,16.9979,230
22,3,0,1,1,31.98,34.85,46,19.9995,155
23,3,0,1,1,31.16,34.09,48,19.0012,75
0,3,0,1,1,30.34,33.335,51,15.0013,37
1,3,0,1,1,29.52,33.335,54,12.998,17
2,3,0,1,1,29.52,33.335,54,11.0014,11
3,3,0,1,1,28.7,32.575,58,11.0014,4
4,3,0,1,1,28.7,32.575,54,8.9981,5
5,3,0,1,1,27.88,31.82,61,6.0032,32
6,3,0,1,1,27.88,31.82,61,0,119
7,3,0,1,1,28.7,32.575,58,6.0032,305
8,3,0,1,1,30.34,33.335,51,12.998,399
9,3,0,1,1,31.16,34.09,48,15.0013,180
10,3,0,1,1,32.8,36.365,43,15.0013,113
11,3,0,1,1,32.8,35.605,41,26.0027,149
12,3,0,1,1,33.62,36.365,38,19.9995,240
13,3,0,1,1,33.62,36.365,38,19.0012,191
14,3,0,1,1,34.44,36.365,34,22.0028,178
15,3,0,1,1,35.26,37.12,30,22.0028,194
16,3,0,1,1,35.26,37.12,26,19.9995,282
17,3,0,1,1,34.44,35.605,26,19.9995,584
18,3,0,1,1,33.62,35.605,28,19.9995,559
19,3,0,1,1,32.8,34.85,26,16.9979,413
20,3,0,1,1,31.16,33.335,31,8.9981,312
21,3,0,1,1,31.16,33.335,33,7.0015,209
22,3,0,1,1,30.34,32.575,37,0,139
23,3,0,1,1,30.34,32.575,37,6.0032,108
0,3,0,1,1,28.7,31.82,45,7.0015,46
1,3,0,1,1,28.7,31.82,45,8.9981,26
2,3,0,1,1,27.06,31.06,54,8.9981,11
3,3,0,1,1,26.24,31.06,57,8.9981,9
4,3,0,1,1,26.24,31.06,57,11.0014,5
5,3,0,1,1,26.24,31.06,61,12.998,25
6,3,0,1,1,25.42,30.305,65,11.0014,106
7,3,0,1,1,27.06,31.06,54,8.9981,307
8,3,0,1,1,28.7,31.82,45,11.0014,390
9,3,0,1,1,29.52,32.575,39,15.0013,197
10,3,0,1,1,30.34,32.575,37,16.9979,132
11,3,0,1,1,31.16,33.335,35,16.9979,187
12,3,0,1,1,31.98,34.09,31,16.9979,214
13,3,0,1,1,31.16,33.335,31,15.0013,217
14,3,0,1,1,32.8,34.85,29,0,142
15,3,0,1,1,32.8,34.85,29,19.9995,178
16,3,0,1,1,32.8,34.85,27,12.998,298
17,3,0,1,1,32.8,34.85,29,16.9979,582
18,3,0,1,1,31.98,34.09,29,6.0032,571
19,3,0,1,1,30.34,32.575,35,12.998,371
20,3,0,1,1,29.52,32.575,37,8.9981,288
21,3,0,1,1,28.7,32.575,48,6.0032,206
22,3,0,1,1,28.7,32.575,48,0,157
23,3,0,1,1,27.06,31.06,50,11.0014,127
0,3,0,1,1,26.24,31.06,53,11.0014,65
1,3,0,1,1,26.24,31.06,53,8.9981,23
2,3,0,1,1,25.42,31.06,57,12.998,15
3,3,0,1,1,25.42,31.06,53,11.0014,9
4,3,0,1,1,25.42,31.06,53,8.9981,5
5,3,0,1,1,24.6,31.06,56,8.9981,26
6,3,0,1,1,25.42,31.06,50,8.9981,76
7,3,0,1,1,26.24,31.06,44,11.0014,264
8,3,0,1,1,27.88,31.82,39,15.0013,426
9,3,0,1,1,29.52,32.575,34,8.9981,205
10,3,0,1,1,30.34,32.575,33,7.0015,130
11,3,0,1,1,31.16,33.335,29,0,156
12,3,0,1,1,32.8,34.85,27,0,222
13,3,0,1,1,31.98,34.09,29,6.0032,253
14,3,0,1,1,32.8,34.85,29,12.998,186
15,3,0,1,1,32.8,34.85,29,11.0014,249
16,3,0,1,1,33.62,35.605,28,0,334
17,3,0,1,1,33.62,35.605,26,0,516
18,3,0,1,1,31.16,34.09,40,19.9995,465
19,3,0,1,1,30.34,33.335,42,15.0013,385
20,3,0,1,1,29.52,32.575,42,15.0013,287
21,3,0,1,1,28.7,32.575,48,8.9981,226
22,3,0,1,1,27.88,31.82,51,0,231
23,3,0,1,1,27.88,31.82,51,0,151
0,3,0,0,1,27.88,31.82,51,7.0015,84
1,3,0,0,2,27.88,31.82,57,6.0032,77
2,3,0,0,1,27.88,31.82,57,0,74
3,3,0,0,1,27.06,31.06,65,8.9981,27
4,3,0,0,2,26.24,30.305,73,8.9981,10
5,3,0,0,1,26.24,30.305,73,7.0015,18
6,3,0,0,1,26.24,30.305,73,6.0032,22
7,3,0,0,2,27.06,31.06,74,12.998,44
8,3,0,0,2,28.7,32.575,65,11.0014,118
9,3,0,0,2,28.7,33.335,74,11.0014,208
10,3,0,0,2,29.52,34.85,74,15.0013,260
11,3,0,0,2,30.34,34.85,70,12.998,314
12,3,0,0,2,27.06,29.545,89,11.0014,421
13,3,0,0,2,30.34,35.605,74,22.0028,153
14,3,0,0,1,30.34,34.85,70,16.9979,259
15,3,0,0,3,27.88,31.82,79,23.9994,358
16,3,0,0,2,28.7,33.335,74,19.0012,281
17,3,0,0,2,29.52,34.85,74,16.9979,269
18,3,0,0,1,28.7,33.335,74,15.0013,292
19,3,0,0,2,27.88,31.82,79,19.0012,237
20,3,0,0,2,27.88,31.82,83,15.0013,183
21,3,0,0,2,27.88,31.82,83,26.0027,167
22,3,0,0,2,27.88,31.82,83,26.0027,154
23,3,0,0,2,27.06,30.305,83,22.0028,120
0,3,0,0,3,27.06,30.305,83,19.9995,90
1,3,0,0,3,26.24,28.79,89,15.0013,73
2,3,0,0,3,26.24,28.79,89,15.0013,62
3,3,0,0,2,26.24,28.03,94,16.9979,27
4,3,0,0,3,26.24,28.03,94,12.998,3
5,3,0,0,2,26.24,28.03,94,11.0014,10
6,3,0,0,2,26.24,28.03,94,7.0015,6
7,3,0,0,2,27.06,29.545,89,12.998,24
8,3,0,0,2,27.06,29.545,89,19.0012,41
9,3,0,0,3,27.06,29.545,89,19.0012,103
10,3,0,0,1,28.7,33.335,79,15.0013,183
11,3,0,0,1,28.7,33.335,79,12.998,198
12,3,0,0,2,28.7,33.335,79,15.0013,281
13,3,0,0,1,29.52,34.85,74,16.9979,377
14,3,0,0,1,30.34,34.85,70,12.998,370
15,3,0,0,1,30.34,34.85,66,12.998,331
16,3,0,0,1,30.34,34.85,66,11.0014,292
17,3,0,0,1,31.16,35.605,62,8.9981,329
18,3,0,0,1,30.34,34.85,66,11.0014,347
19,3,0,0,1,29.52,34.85,74,15.0013,259
20,3,0,0,1,28.7,33.335,84,11.0014,193
21,3,0,0,3,24.6,27.275,88,32.9975,155
22,3,0,0,3,24.6,27.275,88,32.9975,39
23,3,0,0,3,24.6,28.03,83,0,27
0,3,0,1,3,24.6,27.275,88,6.0032,25
1,3,0,1,2,24.6,27.275,88,8.9981,10
2,3,0,1,2,24.6,28.03,83,0,3
3,3,0,1,1,24.6,28.03,83,12.998,7
4,3,0,1,1,24.6,28.03,83,8.9981,5
5,3,0,1,2,24.6,27.275,88,12.998,17
6,3,0,1,1,24.6,27.275,88,16.9979,90
7,3,0,1,1,24.6,27.275,88,16.9979,258
8,3,0,1,1,26.24,29.545,78,22.0028,355
9,3,0,1,1,26.24,29.545,78,22.0028,222
10,3,0,1,1,27.88,31.82,69,19.0012,141
11,3,0,1,2,29.52,34.09,62,16.9979,153
12,3,0,1,1,30.34,34.09,58,19.0012,178
13,3,0,1,1,31.98,35.605,52,19.0012,193
14,3,0,1,1,30.34,34.09,55,6.0032,151
15,3,0,1,3,30.34,34.09,55,19.9995,182
16,3,0,1,1,30.34,34.09,55,22.0028,283
17,3,0,1,1,30.34,33.335,51,19.0012,530
18,3,0,1,1,28.7,32.575,65,12.998,483
19,3,0,1,1,28.7,32.575,65,0,397
20,3,0,1,1,27.06,31.06,74,8.9981,285
21,3,0,1,1,27.06,31.06,65,12.998,184
22,3,0,1,1,27.06,31.06,69,16.9979,98
23,3,0,1,1,26.24,30.305,69,15.0013,88
0,3,0,1,1,26.24,30.305,69,7.0015,31
1,3,0,1,1,26.24,30.305,69,11.0014,16
2,3,0,1,1,25.42,29.545,73,15.0013,4
3,3,0,1,1,25.42,29.545,73,15.0013,6
4,3,0,1,1,26.24,30.305,69,19.9995,5
5,3,0,1,1,25.42,29.545,73,19.0012,30
6,3,0,1,1,25.42,29.545,73,22.0028,119
7,3,0,1,1,26.24,30.305,69,16.9979,346
8,3,0,1,1,28.7,32.575,58,30.0026,441
9,3,0,1,1,27.88,31.82,61,19.0012,198
10,3,0,1,1,28.7,32.575,58,26.0027,111
11,3,0,1,1,30.34,33.335,51,15.0013,150
12,3,0,1,1,31.16,34.09,48,22.0028,162
13,3,0,1,1,31.16,34.09,48,19.9995,192
14,3,0,1,1,31.16,34.09,45,27.9993,182
15,3,0,1,1,32.8,35.605,41,19.9995,159
16,3,0,1,1,32.8,35.605,41,15.0013,303
17,3,0,1,1,31.16,34.09,45,22.0028,600
18,3,0,1,1,31.16,34.09,45,15.0013,570
19,3,0,1,1,30.34,33.335,48,12.998,376
20,3,0,1,1,30.34,33.335,51,0,280
21,3,0,1,1,29.52,33.335,54,0,215
22,3,0,1,1,28.7,32.575,61,0,152
23,3,0,1,1,27.06,31.06,65,8.9981,77
0,3,0,1,1,27.06,31.06,69,6.0032,24
1,3,0,1,1,26.24,30.305,73,11.0014,14
2,3,0,1,1,27.06,31.06,69,0,6
3,3,0,1,1,26.24,29.545,78,0,5
4,3,0,1,1,26.24,30.305,73,0,5
5,3,0,1,1,26.24,30.305,73,0,28
6,3,0,1,1,25.42,29.545,78,0,105
7,3,0,1,1,27.06,31.06,65,6.0032,308
8,3,0,1,1,28.7,32.575,54,11.0014,487
9,3,0,1,1,30.34,33.335,48,6.0032,209
10,3,0,1,1,31.16,34.09,43,6.0032,118
11,3,0,1,1,31.98,34.85,43,7.0015,128
12,3,0,1,1,32.8,36.365,43,19.0012,189
13,3,0,1,1,32.8,35.605,41,12.998,176
14,3,0,1,1,33.62,36.365,36,11.0014,192
15,3,0,1,1,32.8,36.365,43,8.9981,159
16,3,0,1,1,33.62,37.12,43,15.0013,300
17,3,0,1,1,32.8,37.12,49,15.0013,552
18,3,0,1,1,31.16,34.85,55,16.9979,556
19,3,0,1,1,31.16,34.85,55,15.0013,347
20,3,0,1,1,30.34,34.09,58,16.9979,280
21,3,0,1,1,29.52,34.09,62,15.0013,230
22,3,0,1,1,28.7,32.575,65,12.998,171
23,3,0,1,1,28.7,32.575,65,19.0012,105
0,3,0,1,1,27.88,31.82,65,8.9981,56
1,3,0,1,2,27.06,31.06,65,11.0014,24
2,3,0,1,1,27.06,31.06,65,15.0013,6
3,3,0,1,1,27.06,31.06,69,19.0012,6
4,3,0,1,1,26.24,30.305,73,15.0013,9
5,3,0,1,1,26.24,29.545,78,19.0012,27
6,3,0,1,2,26.24,29.545,78,16.9979,103
7,3,0,1,1,26.24,29.545,78,19.9995,308
8,3,0,1,1,27.06,31.06,74,19.0012,420
9,3,0,1,1,29.52,34.09,66,16.9979,228
10,3,0,1,1,30.34,34.85,66,16.9979,129
11,3,0,1,1,31.16,35.605,58,16.9979,141
12,3,0,1,1,32.8,37.12,52,19.0012,173
13,3,0,1,1,32.8,37.12,52,23.9994,187
14,3,0,1,1,33.62,37.88,46,22.0028,182
15,3,0,1,1,32.8,36.365,46,23.9994,174
16,3,0,1,1,32.8,36.365,46,23.9994,245
17,3,0,1,3,32.8,36.365,46,19.9995,409
18,3,0,1,3,31.16,34.85,55,16.9979,274
19,3,0,1,1,27.06,30.305,83,7.0015,141
20,3,0,1,1,27.06,30.305,83,7.0015,165
21,3,0,1,2,27.88,31.82,79,0,149
22,3,0,1,2,28.7,33.335,74,7.0015,135
23,3,0,1,2,28.7,33.335,74,8.9981,114
0,3,0,1,3,27.88,31.82,69,12.998,62
1,3,0,1,3,26.24,28.79,89,0,20
2,3,0,1,3,26.24,28.79,83,0,8
3,3,0,1,1,26.24,29.545,78,0,3
4,3,0,1,1,26.24,28.79,83,0,8
5,3,0,1,1,26.24,28.79,83,0,17
6,3,0,1,1,26.24,28.79,83,0,93
7,3,0,1,2,27.06,30.305,83,6.0032,263
8,3,0,1,2,27.06,30.305,83,0,398
9,3,0,1,1,28.7,32.575,65,8.9981,218
10,3,0,1,1,29.52,34.09,62,6.0032,165
11,3,0,1,2,29.52,34.09,66,6.0032,165
12,3,0,1,2,30.34,34.09,62,6.0032,222
13,3,0,1,2,31.16,35.605,62,12.998,232
14,3,0,1,1,31.98,36.365,55,12.998,220
15,3,0,1,1,32.8,37.12,49,7.0015,222
16,3,0,1,1,32.8,37.12,49,0,327
17,3,0,1,1,31.16,35.605,58,35.0008,527
18,3,0,1,1,31.16,35.605,58,35.0008,425
19,3,0,1,3,25.42,29.545,73,31.0009,165
20,3,0,1,3,25.42,28.79,83,19.9995,58
21,3,0,1,1,25.42,28.79,83,8.9981,107
22,3,0,1,1,24.6,27.275,88,8.9981,122
23,3,0,1,2,24.6,27.275,88,6.0032,106
0,3,0,1,1,24.6,28.79,78,7.0015,51
1,3,0,1,1,24.6,29.545,73,6.0032,21
2,3,0,1,1,23.78,27.275,78,6.0032,25
3,3,0,1,1,23.78,27.275,78,6.0032,14
4,3,0,1,1,22.96,26.515,83,6.0032,7
5,3,0,1,1,22.96,26.515,73,6.0032,23
6,3,0,1,1,24.6,28.79,78,0,105
7,3,0,1,1,24.6,28.79,78,0,342
8,3,0,1,1,25.42,29.545,73,8.9981,498
9,3,0,1,1,26.24,30.305,69,7.0015,207
10,3,0,1,1,27.88,31.82,61,8.9981,138
11,3,0,1,1,29.52,33.335,51,8.9981,192
12,3,0,1,2,29.52,33.335,51,8.9981,229
13,3,0,1,2,29.52,33.335,48,6.0032,219
14,3,0,1,3,29.52,33.335,54,16.9979,198
15,3,0,1,1,29.52,33.335,51,8.9981,174
